minute_of_day,hour,minute,entropy,n_observations
751,12,31,1.0174051189440556,34
752,12,32,0.8343470230852538,34
753,12,33,0.8553529129344397,34
754,12,34,0.8262437571709396,34
755,12,35,0.4305518670104394,34
756,12,36,0.3815804883091629,34
757,12,37,0.19143325481419343,34
758,12,38,0.19143325481419343,34
759,12,39,1.5668838169389487,34
760,12,40,1.6806970108329313,34
761,12,41,1.562512654403552,34
762,12,42,1.6206427761280366,34
763,12,43,1.6183941088363927,34
764,12,44,1.4252902657624795,34
765,12,45,1.6806970108329313,34
766,12,46,1.661431656949002,34
767,12,47,1.6074550991954881,34
768,12,48,1.54515219719895,34
769,12,49,1.6206427761280366,34
770,12,50,1.7322216637616483,34
771,12,51,1.6206427761280366,34
772,12,52,1.6614316569490022,34
773,12,53,1.6206427761280366,34
774,12,54,1.3891825234105246,34
775,12,55,1.5920236102411058,34
776,12,56,1.7407656065690986,34
777,12,57,1.6076726977599138,34
778,12,58,1.6206427761280366,34
779,12,59,1.557651321714028,34
780,13,0,1.705851165166361,34
781,13,1,1.692663488233813,34
782,13,2,1.705851165166361,34
783,13,3,1.5920236102411058,34
784,13,4,1.557651321714028,34
785,13,5,1.665062284345396,34
786,13,6,1.6266487892315213,34
787,13,7,1.6896402436455298,34
788,13,8,1.4627728561519375,34
789,13,9,1.6896402436455298,34
790,13,10,1.701040701378016,34
791,13,11,1.6614316569490022,34
792,13,12,1.654326512237644,34
793,13,13,1.6325948924976457,34
794,13,14,1.5959882977101967,34
795,13,15,1.7033848993102918,34
796,13,16,1.5012892028885232,34
797,13,17,1.5625126544035517,34
798,13,18,1.5330631870489937,34
799,13,19,1.4707602850524553,34
800,13,20,1.4061579482563449,34
801,13,21,1.5073812408711769,34
802,13,22,1.4978098303037495,34
803,13,23,1.3121211078748076,34
804,13,24,1.5668838169389487,34
805,13,25,1.5804055539441944,34
806,13,26,1.6325948924976457,34
807,13,27,1.229776356895191,34
808,13,28,1.6076726977599138,34
809,13,29,1.286074688164428,34
810,13,30,1.5024584196986572,34
811,13,31,1.5804055539441941,34
812,13,32,1.6325948924976457,34
813,13,33,1.5379101587072448,34
814,13,34,1.4551160528034568,34
815,13,35,1.5613577986246907,34
816,13,36,1.5330631870489937,34
817,13,37,1.54515219719895,34
818,13,38,1.5109975072362978,34
819,13,39,1.3918285629048066,34
820,13,40,1.5181075072174652,34
821,13,41,1.525333493280578,34
822,13,42,1.6656139429825187,34
823,13,43,1.4252902657624795,34
824,13,44,1.562512654403552,34
825,13,45,1.4516607643577668,34
826,13,46,1.466079146583445,34
827,13,47,1.557651321714028,34
828,13,48,1.309571754606869,34
829,13,49,1.4252902657624795,34
830,13,50,1.4978098303037495,34
831,13,51,1.5517912433270729,34
832,13,52,1.5181075072174652,34
833,13,53,1.5668838169389485,34
834,13,54,1.5517912433270729,34
835,13,55,1.6074550991954883,34
836,13,56,1.4602047071652169,34
837,13,57,1.4516607643577664,34
838,13,58,1.5024584196986575,34
839,13,59,1.4516607643577664,34
840,14,0,1.5432473005196226,34
841,14,1,1.6183941088363927,34
842,14,2,1.6076726977599138,34
843,14,3,1.388669309943758,34
844,14,4,1.4516607643577668,34
845,14,5,1.383099991189334,34
846,14,6,1.496065911543853,34
847,14,7,1.5181075072174655,34
848,14,8,1.388669309943758,34
849,14,9,1.5181075072174655,34
850,14,10,1.5432473005196226,34
851,14,11,1.4516607643577668,34
852,14,12,1.6806970108329313,34
853,14,13,1.5668838169389485,34
854,14,14,1.3359422532021559,34
855,14,15,1.3956134767356851,34
856,14,16,1.327218536756493,34
857,14,17,1.3784188527203236,34
858,14,18,1.1544861448975354,34
859,14,19,1.3108855473118677,34
860,14,20,1.1816742385599053,34
861,14,21,1.4178160503287285,34
862,14,22,1.3386996992730573,34
863,14,23,1.054026074762777,34
864,14,24,1.4516607643577664,34
865,14,25,1.2022744664159828,34
866,14,26,1.433384433063458,34
867,14,27,1.3095717546068688,34
868,14,28,1.181674238559905,34
869,14,29,1.4252902657624795,34
870,14,30,1.551791243327073,34
871,14,31,1.502458419698657,34
872,14,32,1.4707602850524553,34
873,14,33,1.6076726977599138,34
874,14,34,1.6806970108329313,34
875,14,35,1.4252902657624795,34
876,14,36,1.2627003415647131,34
877,14,37,1.3725632090208775,34
878,14,38,1.2627003415647131,34
879,14,39,1.460204707165217,34
880,14,40,1.117865189078814,34
881,14,41,1.3359422532021559,34
882,14,42,1.4062469451304853,34
883,14,43,1.2607717938967942,34
884,14,44,1.466079146583445,34
885,14,45,1.3386996992730573,34
886,14,46,1.5073812408711769,34
887,14,47,1.6183941088363927,34
888,14,48,1.4169683562069642,34
889,14,49,1.304026940573829,34
890,14,50,1.4252902657624795,34
891,14,51,1.2772018112022603,34
892,14,52,1.5073812408711769,34
893,14,53,1.3108855473118681,34
894,14,54,1.2627003415647131,34
895,14,55,1.4700053888821798,34
896,14,56,1.4551160528034568,34
897,14,57,1.388669309943758,34
898,14,58,1.2896085583481507,34
899,14,59,1.3725632090208775,34
900,15,0,1.4516607643577664,34
901,15,1,1.450467463408549,34
902,15,2,1.309571754606869,34
903,15,3,1.4853445004673742,34
904,15,4,1.3108855473118681,34
905,15,5,1.6183941088363927,34
906,15,6,1.5517912433270729,34
907,15,7,1.4333844330634582,34
908,15,8,1.6076726977599138,34
909,15,9,1.6325948924976454,34
910,15,10,1.6806970108329313,34
911,15,11,1.5181075072174655,34
912,15,12,1.557651321714028,34
913,15,13,1.5109975072362978,34
914,15,14,1.3095717546068688,34
915,15,15,1.4660791465834446,34
916,15,16,1.3956134767356851,34
917,15,17,1.3918285629048066,34
918,15,18,1.4700053888821794,34
919,15,19,1.502458419698657,34
920,15,20,1.4516607643577664,34
921,15,21,1.4622211975148145,34
922,15,22,1.383099991189334,34
923,15,23,1.5517912433270729,34
924,15,24,1.6076726977599138,34
925,15,25,1.4853445004673742,34
926,15,26,1.4853445004673742,34
927,15,27,1.4660791465834446,34
928,15,28,1.5181075072174655,34
929,15,29,1.3328204045850196,34
930,15,30,1.54515219719895,34
931,15,31,1.4282648898155057,34
932,15,32,1.327218536756493,34
933,15,33,1.5432473005196226,34
934,15,34,1.54515219719895,34
935,15,35,1.5024584196986575,34
936,15,36,1.485344500467374,34
937,15,37,1.5451521971989497,34
938,15,38,1.4252902657624795,34
939,15,39,1.229776356895191,34
940,15,40,1.4853445004673742,34
941,15,41,1.485344500467374,34
942,15,42,1.3216069583883467,34
943,15,43,1.3359422532021559,34
944,15,44,1.4516607643577668,34
945,15,45,1.3725632090208775,34
946,15,46,1.4169683562069642,34
947,15,47,1.2388954222347044,34
948,15,48,1.1544861448975354,34
949,15,49,1.0961085701090179,34
950,15,50,1.2388954222347044,34
951,15,51,1.117865189078814,34
952,15,52,1.129484900006454,34
953,15,53,1.086312840741288,34
954,15,54,1.2772018112022603,34
955,15,55,1.3725632090208775,34
956,15,56,1.117865189078814,34
957,15,57,1.2142103567882518,34
958,15,58,1.2142103567882518,34
959,15,59,0.9150241022482328,34
960,16,0,1.1400677626718572,34
961,16,1,1.3562162791272803,34
962,16,2,1.0768432162250887,34
963,16,3,1.0360543354041232,34
964,16,4,1.191553055339504,34
965,16,5,1.036839086074006,34
966,16,6,1.2142103567882518,34
967,16,7,1.2142103567882516,34
968,16,8,1.1578693192298963,34
969,16,9,1.1451363701530526,34
970,16,10,1.2142103567882518,34
971,16,11,1.2627003415647131,34
972,16,12,1.2627003415647131,34
973,16,13,1.309571754606869,34
974,16,14,1.3359422532021559,34
975,16,15,1.1816742385599053,34
976,16,16,1.2627003415647131,34
977,16,17,1.3386996992730573,34
978,16,18,1.282503413636793,34
979,16,19,1.1660870601063933,34
980,16,20,1.2230008375690211,34
981,16,21,1.1660870601063933,34
982,16,22,1.086312840741288,34
983,16,23,1.191553055339504,34
984,16,24,1.2627003415647131,34
985,16,25,1.254999237609217,34
986,16,26,1.086312840741288,34
987,16,27,0.9700627520488552,34
988,16,28,1.092725395776657,34
989,16,29,0.9150241022482328,34
990,16,30,0.9669803487689241,34
991,16,31,0.8343470230852538,34
992,16,32,1.0318235011697339,34
993,16,33,0.848765405310932,34
994,16,34,0.6180038597674269,34
995,16,35,0.3227569588973982,34
996,16,36,0.3815804883091629,34
997,16,37,0.0,34
998,16,38,0.0,34
999,16,39,1.5804055539441944,34
1000,16,40,1.5797773761893659,34
1001,16,41,1.5804055539441944,34
1002,16,42,1.7107382733922885,34
1003,16,43,1.5168768019243357,34
1004,16,44,1.5920236102411058,34
1005,16,45,1.6325948924976457,34
1006,16,46,1.6325948924976457,34
1007,16,47,1.692663488233813,34
1008,16,48,1.7407656065690986,34
1009,16,49,1.741829582198981,34
1010,16,50,1.705851165166361,34
1011,16,51,1.705851165166361,34
1012,16,52,1.6806970108329313,34
1013,16,53,1.6589797521242051,34
1014,16,54,1.5845878399777107,34
1015,16,55,1.6543265122376443,34
1016,16,56,1.6404741496803616,34
1017,16,57,1.6206427761280366,34
1018,16,58,1.557651321714028,34
1019,16,59,1.5739889616503064,34
1020,17,0,1.6806970108329313,34
1021,17,1,1.6231185477455692,34
1022,17,2,1.5804055539441944,34
1023,17,3,1.6404741496803616,34
1024,17,4,1.5619544490992996,34
1025,17,5,1.5948239361698726,34
1026,17,6,1.6915499955946673,34
1027,17,7,1.5948239361698726,34
1028,17,8,1.6404741496803616,34
1029,17,9,1.4747249725215466,34
1030,17,10,1.5012892028885232,34
1031,17,11,1.450467463408549,34
1032,17,12,1.5073812408711769,34
1033,17,13,1.5845878399777107,34
1034,17,14,1.5797773761893659,34
1035,17,15,1.7233239797551376,34
1036,17,16,1.6656139429825187,34
1037,17,17,1.7467625787364012,34
1038,17,18,1.7322216637616483,34
1039,17,19,1.705851165166361,34
1040,17,20,1.7251165190502904,34
1041,17,21,1.6325948924976457,34
1042,17,22,1.417173511542627,34
1043,17,23,1.6076726977599138,34
1044,17,24,1.5432473005196226,34
1045,17,25,1.5948239361698726,34
1046,17,26,1.6543265122376443,34
1047,17,27,1.6589797521242051,34
1048,17,28,1.3956134767356851,34
1049,17,29,1.6231185477455696,34
1050,17,30,1.6231185477455696,34
1051,17,31,1.5515687894928374,34
1052,17,32,1.665062284345396,34
1053,17,33,1.7610949360829107,34
1054,17,34,1.6543265122376443,34
1055,17,35,1.5920236102411056,34
1056,17,36,1.5625126544035521,34
1057,17,37,1.460204707165217,34
1058,17,38,1.4043183974625661,34
1059,17,39,1.388669309943758,34
1060,17,40,1.5668838169389487,34
1061,17,41,1.6806970108329313,34
1062,17,42,1.5517912433270729,34
1063,17,43,1.4191675969736128,34
1064,17,44,1.5024584196986575,34
1065,17,45,1.6404741496803616,34
1066,17,46,1.5012892028885232,34
1067,17,47,1.4516607643577664,34
1068,17,48,1.4516607643577664,34
1069,17,49,1.5024584196986575,34
1070,17,50,1.54515219719895,34
1071,17,51,1.7610949360829107,34
1072,17,52,1.6543265122376443,34
1073,17,53,1.433384433063458,34
1074,17,54,1.6806970108329313,34
1075,17,55,1.3404062136890413,34
1076,17,56,1.6806970108329313,34
1077,17,57,1.7033848993102918,34
1078,17,58,1.6614316569490022,34
1079,17,59,1.6325948924976457,34
1080,18,0,1.6076726977599138,34
1081,18,1,1.7033848993102918,34
1082,18,2,1.7742826130154588,34
1083,18,3,1.5619544490992996,34
1084,18,4,1.6896402436455298,34
1085,18,5,1.7130788426267936,34
1086,18,6,1.769992620089421,34
1087,18,7,1.6297121703874802,34
1088,18,8,1.5830435300531966,34
1089,18,9,1.6664102022925098,34
1090,18,10,1.6303858969483973,34
1091,18,11,1.6303858969483973,34
1092,18,12,1.6896402436455298,34
1093,18,13,1.6926634882338127,34
1094,18,14,1.7479121144201717,34
1095,18,15,1.7610949360829107,34
1096,18,16,1.7610949360829107,34
1097,18,17,1.7610949360829107,34
1098,18,18,1.6074550991954881,34
1099,18,19,1.7828265558229093,34
1100,18,20,1.8163075192246445,34
1101,18,21,1.5845878399777107,34
1102,18,22,1.4369905240636789,34
1103,18,23,1.5804055539441944,34
1104,18,24,1.6404741496803616,34
1105,18,25,1.6404741496803614,34
1106,18,26,1.5668838169389487,34
1107,18,27,1.701040701378016,34
1108,18,28,1.692663488233813,34
1109,18,29,1.691549995594667,34
1110,18,30,1.6074550991954881,34
1111,18,31,1.551791243327073,34
1112,18,32,1.692663488233813,34
1113,18,33,1.6074550991954883,34
1114,18,34,1.5619544490992996,34
1115,18,35,1.4545434864679316,34
1116,18,36,1.417816050328728,34
1117,18,37,1.6183941088363927,34
1118,18,38,1.5073812408711769,34
1119,18,39,1.5073812408711769,34
1120,18,40,1.6325948924976457,34
1121,18,41,1.6269380516438432,34
1122,18,42,1.5330631870489937,34
1123,18,43,1.4043183974625661,34
1124,18,44,1.6806970108329313,34
1125,18,45,1.5668838169389485,34
1126,18,46,1.6806970108329313,34
1127,18,47,1.5920236102411058,34
1128,18,48,1.460204707165217,34
1129,18,49,1.5109975072362978,34
1130,18,50,1.607672697759914,34
1131,18,51,1.4660791465834446,34
1132,18,52,1.5595705794246282,34
1133,18,53,1.6325948924976457,34
1134,18,54,1.6926634882338127,34
1135,18,55,1.6206427761280366,34
1136,18,56,1.661431656949002,34
1137,18,57,1.6183941088363931,34
1138,18,58,1.4767460600609748,34
1139,18,59,1.5181075072174655,34
1140,19,0,1.562512654403552,34
1141,19,1,1.54515219719895,34
1142,19,2,1.4516607643577668,34
1143,19,3,1.2142103567882518,34
1144,19,4,1.5181075072174652,34
1145,19,5,1.6269380516438432,34
1146,19,6,1.485344500467374,34
1147,19,7,1.562512654403552,34
1148,19,8,1.5181075072174652,34
1149,19,9,1.4043183974625661,34
1150,19,10,1.5920236102411058,34
1151,19,11,1.4853445004673742,34
1152,19,12,1.4516607643577668,34
1153,19,13,1.551791243327073,34
1154,19,14,1.5920236102411056,34
1155,19,15,1.4602047071652169,34
1156,19,16,1.391828562904807,34
1157,19,17,1.5625126544035521,34
1158,19,18,1.4853445004673742,34
1159,19,19,1.5432473005196226,34
1160,19,20,1.6269380516438432,34
1161,19,21,1.496065911543853,34
1162,19,22,1.502458419698657,34
1163,19,23,1.6183941088363927,34
1164,19,24,1.5168768019243353,34
1165,19,25,1.6269380516438434,34
1166,19,26,1.5181075072174652,34
1167,19,27,1.6806970108329313,34
1168,19,28,1.6325948924976457,34
1169,19,29,1.6543265122376443,34
1170,19,30,1.654326512237644,34
1171,19,31,1.6206427761280366,34
1172,19,32,1.6806970108329313,34
1173,19,33,1.6806970108329313,34
1174,19,34,1.6650479233141233,34
1175,19,35,1.5739889616503064,34
1176,19,36,1.6892409536403816,34
1177,19,37,1.6543265122376443,34
1178,19,38,1.654326512237644,34
1179,19,39,1.6206427761280366,34
1180,19,40,1.6074550991954881,34
1181,19,41,1.6269380516438432,34
1182,19,42,1.6087001655198914,34
1183,19,43,1.5330631870489937,34
1184,19,44,1.7407656065690986,34
1185,19,45,1.705851165166361,34
1186,19,46,1.6269380516438432,34
1187,19,47,1.485344500467374,34
1188,19,48,1.5168768019243353,34
1189,19,49,1.3444861960096064,34
1190,19,50,1.5625126544035517,34
1191,19,51,1.6269380516438432,34
1192,19,52,1.6269380516438432,34
1193,19,53,1.6269380516438434,34
1194,19,54,1.6183941088363927,34
1195,19,55,1.7251165190502904,34
1196,19,56,1.6076726977599138,34
1197,19,57,1.5432473005196226,34
1198,19,58,1.5379101587072448,34
1199,19,59,1.6076726977599138,34
1200,20,0,1.5073812408711769,34
1201,20,1,1.5668838169389485,34
1202,20,2,1.5168768019243357,34
1203,20,3,1.4853445004673742,34
1204,20,4,1.391828562904807,34
1205,20,5,1.562512654403552,34
1206,20,6,1.6269380516438432,34
1207,20,7,1.6076726977599138,34
1208,20,8,1.654326512237644,34
1209,20,9,1.5920236102411058,34
1210,20,10,1.6543265122376443,34
1211,20,11,1.7233239797551376,34
1212,20,12,1.5668838169389485,34
1213,20,13,1.6325948924976457,34
1214,20,14,1.4252902657624795,34
1215,20,15,1.54515219719895,34
1216,20,16,1.5619544490992996,34
1217,20,17,1.5432473005196226,34
1218,20,18,1.6806970108329313,34
1219,20,19,1.6076726977599138,34
1220,20,20,1.4043183974625661,34
1221,20,21,1.6806970108329313,34
1222,20,22,1.6076726977599138,34
1223,20,23,1.460204707165217,34
1224,20,24,1.5739889616503064,34
1225,20,25,1.321606958388347,34
1226,20,26,1.2137556289325473,34
1227,20,27,1.2388954222347044,34
1228,20,28,1.092725395776657,34
1229,20,29,1.0174051189440556,34
1230,20,30,0.848765405310932,34
1231,20,31,0.6402064333604701,34
1232,20,32,0.5115779700152473,34
1233,20,33,0.5115779700152473,34
1234,20,34,0.19143325481419343,34
1235,20,35,0.19143325481419343,34
1236,20,36,0.3815804883091629,34
1237,20,37,0.19143325481419343,34
1238,20,38,0.0,33
1239,20,39,1.5822346742454099,29
1240,20,40,1.7380616187463653,29
1241,20,41,1.7380616187463653,29
1242,20,42,1.7506315489739612,29
1243,20,43,1.8144409914408,31
1244,20,44,1.6691344640382322,30
1245,20,45,1.77614773312812,31
1246,20,46,1.5979090698087535,28
1247,20,47,1.7609640474436812,30
1248,20,48,1.6997906153230322,30
1249,20,49,1.7529115501041423,30
1250,20,50,1.797277476097591,31
1251,20,51,1.7529115501041423,30
1252,20,52,1.7529115501041423,30
1253,20,53,1.7506315489739612,29
1254,20,54,1.8351114574513554,33
1255,20,55,1.77614773312812,31
1256,20,56,1.7657121273840979,32
1257,20,57,1.7529115501041423,30
1258,20,58,1.789929075309999,33
1259,20,59,1.77614773312812,31
1260,21,0,1.8144409914407995,31
1261,21,1,1.8198556752231894,32
1262,21,2,1.6854087333762835,31
1263,21,3,1.797277476097591,31
1264,21,4,1.797277476097591,31
1265,21,5,1.7380616187463653,29
1266,21,6,1.77614773312812,31
1267,21,7,1.7529115501041423,30
1268,21,8,1.7606485853689031,29
1269,21,9,1.7247403768883358,31
1270,21,10,1.7044439096918622,31
1271,21,11,1.77614773312812,31
1272,21,12,1.7147366491799205,30
1273,21,13,1.7247403768883358,31
1274,21,14,1.7827981151788008,30
1275,21,15,1.8198556752231894,32
1276,21,16,1.8289336144561055,32
1277,21,17,1.8364828307119232,32
1278,21,18,1.742036144108406,32
1279,21,19,1.7314115412599644,31
1280,21,20,1.7853743299806817,32
1281,21,21,1.7827981151788008,30
1282,21,22,1.643149247437342,31
1283,21,23,1.666965414401936,32
1284,21,24,1.5193968934119408,27
1285,21,25,1.5742840955380735,32
1286,21,26,1.6691344640382324,30
1287,21,27,1.6092568775908622,29
1288,21,28,1.6691344640382324,30
1289,21,29,1.7197144126898316,29
1290,21,30,1.7320165862168087,31
1291,21,31,1.7247403768883358,31
1292,21,32,1.62047853135957,29
1293,21,33,1.624718291925574,29
1294,21,34,1.674398693025764,28
1295,21,35,1.728282381065477,30
1296,21,36,1.6854752972273344,30
1297,21,37,1.690240172266613,29
1298,21,38,1.5794692661751386,30
1299,21,39,1.6153243562732233,26
1300,21,40,1.5602636729586163,27
1301,21,41,1.45601179722626,29
1302,21,42,1.446464374520793,26
1303,21,43,1.6063789506562658,27
1304,21,44,1.5473556897883658,27
1305,21,45,1.5422422589697569,26
1306,21,46,1.5602636729586166,27
1307,21,47,1.590131201194239,26
1308,21,48,1.5516537043039171,30
1309,21,49,1.4565463548075541,28
1310,21,50,1.446464374520793,26
1311,21,51,1.6092568775908622,29
1312,21,52,1.5516537043039171,30
1313,21,53,1.6063789506562658,27
1314,21,54,1.5153362134321413,25
1315,21,55,1.648199470591429,26
1316,21,56,1.674398693025764,28
1317,21,57,1.6503452842745279,27
1318,21,58,1.606536745529688,28
1319,21,59,1.577543617641069,29
1320,22,0,1.5602636729586166,27
1321,22,1,1.6159889779043453,28
1322,22,2,1.5534151072564228,26
1323,22,3,1.674398693025764,28
1324,22,4,1.5077577608066892,26
1325,22,5,1.5193968934119408,27
1326,22,6,1.4135819199522097,24
1327,22,7,1.6153243562732233,26
1328,22,8,1.6395862451836645,27
1329,22,9,1.657742726504889,27
1330,22,10,1.5422422589697569,26
1331,22,11,1.5799699313156343,27
1332,22,12,1.4891353321499974,25
1333,22,13,1.5797218324096138,25
1334,22,14,1.4097590668037259,28
1335,22,15,1.5077577608066892,26
1336,22,16,1.3992075416402174,27
1337,22,17,1.5715206744101833,28
1338,22,18,1.5153362134321413,25
1339,22,19,1.5077577608066892,26
1340,22,20,1.5602636729586163,27
1341,22,21,1.5979090698087535,28
1342,22,22,1.648199470591429,26
1343,22,23,1.577543617641069,29
1344,22,24,1.7049255848926688,28
1345,22,25,1.522654489582194,31
1346,22,26,1.4565463548075541,28
1347,22,27,1.62047853135957,29
1348,22,28,1.5979090698087535,28
1349,22,29,1.6063789506562658,27
1350,22,30,1.525655941726459,28
1351,22,31,1.7147366491799203,30
1352,22,32,1.5775436176410689,29
1353,22,33,1.620973016103023,30
1354,22,34,1.553752033644765,29
1355,22,35,1.6153243562732233,26
1356,22,36,1.6154797815570052,30
1357,22,37,1.6159889779043453,28
1358,22,38,1.6176711375662878,31
1359,22,39,1.7147366491799205,30
1360,22,40,1.655396229610068,28
1361,22,41,1.620973016103023,30
1362,22,42,1.6985703419282046,29
1363,22,43,1.4854752972273344,30
1364,22,44,1.674398693025764,28
1365,22,45,1.704925584892669,28
1366,22,46,1.7147366491799205,30
1367,22,47,1.7197144126898316,29
1368,22,48,1.7147366491799205,30
1369,22,49,1.77614773312812,31
1370,22,50,1.7320165862168087,31
1371,22,51,1.7734427963827533,31
1372,22,52,1.5979090698087535,28
1373,22,53,1.7247403768883358,31
1374,22,54,1.62047853135957,29
1375,22,55,1.62047853135957,29
1376,22,56,1.458618550884106,28
1377,22,57,1.4158209991620065,29
1378,22,58,1.525655941726459,28
1379,22,59,1.7147366491799205,30
1380,23,0,1.7616838293956474,31
1381,23,1,1.6092568775908622,29
1382,23,2,1.5781606091243576,31
1383,23,3,1.3610156764620025,29
1384,23,4,1.5077577608066892,26
1385,23,5,1.3610156764620025,29
1386,23,6,1.3491826432523002,26
1387,23,7,1.3516441151533924,27
1388,23,8,1.3516441151533924,27
1389,23,9,1.3610156764620025,29
1390,23,10,1.4097590668037259,28
1391,23,11,1.3516441151533924,27
1392,23,12,1.6159889779043453,28
1393,23,13,1.7616838293956474,31
1394,23,14,1.6854087333762835,31
1395,23,15,1.728282381065477,30
1396,23,16,1.681666031732582,29
1397,23,17,1.45279363084913,30
1398,23,18,1.5526162096608687,28
1399,23,19,1.62047853135957,29
1400,23,20,1.613193861095465,32
1401,23,21,1.6997906153230322,30
1402,23,22,1.577543617641069,29
1403,23,23,1.6092568775908622,29
1404,23,24,1.5715206744101833,28
1405,23,25,1.51675116337108,32
1406,23,26,1.6063789506562658,27
1407,23,27,1.284777238479929,29
1408,23,28,1.4135819199522097,24
1409,23,29,1.3540489879782314,27
1410,23,30,1.5193968934119408,27
1411,23,31,1.5715206744101833,28
1412,23,32,1.358584608060248,31
1413,23,33,1.4854752972273344,30
1414,23,34,1.5277214301218869,29
1415,23,35,1.358157515444573,28
1416,23,36,1.553752033644765,29
1417,23,37,1.4265732850165125,27
1418,23,38,1.553752033644765,29
1419,23,39,1.4474519468397147,31
1420,23,40,1.62047853135957,29
1421,23,41,1.655396229610068,28
1422,23,42,1.284777238479929,29
1423,23,43,1.3397218324096136,25
1424,23,44,1.6503452842745279,27
1425,23,45,1.4336624542334846,25
1426,23,46,1.4536769856038911,27
1427,23,47,1.492754192030965,24
1428,23,48,1.4034099330298797,26
1429,23,49,1.6159889779043453,28
1430,23,50,1.3829457416591304,26
1431,23,51,1.6503452842745279,27
1432,23,52,1.5715206744101833,28
1433,23,53,1.358157515444573,28
1434,23,54,1.4336624542334846,25
1435,23,55,1.5422422589697569,26
1436,23,56,1.360964047443681,30
1437,23,57,1.620973016103023,30
1438,23,58,1.690240172266613,29
1439,23,59,1.62047853135957,29
